"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","101404","test_clear_all_items_playout_history[chromium]","tests.Automation_tests","Mon Jun 09 17:47:31 IST 2025","broken","Mon Jun 09 17:49:13 IST 2025","","test_admin_playout","",""
"","107722","test_export_as_cv[chromium]","tests.Automation_tests","Mon Jun 09 17:45:42 IST 2025","broken","Mon Jun 09 17:47:30 IST 2025","","test_admin_playout","",""
"
    Tests the automatic file playout functionality.
    Navigates to the admin playout page and selects 'fileplayout' and 'auto' options.
    Verifies the addition of stories and checks logs.
    Includes a negative scenario where it switches to 'manual' mode to ensure the automatic process is not active.
    ","58325","test_playout_history[chromium]","tests.Automation_tests","Mon Jun 09 17:51:19 IST 2025","failed","Mon Jun 09 17:52:17 IST 2025","","test_history","",""
"","44619","test_playout_clear_all[chromium]","tests.Automation_tests","Mon Jun 09 17:54:36 IST 2025","broken","Mon Jun 09 17:55:21 IST 2025","","test_history","",""
"","55346","test_delete_process_with_active_transfer[chromium]","tests.Automation_tests","Mon Jun 09 16:57:50 IST 2025","broken","Mon Jun 09 16:58:45 IST 2025","","test_FD","",""
"","402726","test_FD_Create_dist_using_UI[chromium]","tests.Automation_tests","Mon Jun 09 16:41:54 IST 2025","passed","Mon Jun 09 16:48:36 IST 2025","","test_FD","",""
"

    Navigates to the live page.
    Checks if there is at least one video available to confirm that the live page is functioning.
    Logs the status of the live page.

    :param user_interface_page:
    ","49071","test_live_preview_UI_LIVE_PREVIEW[chromium]","tests.Automation_tests","Mon Jun 09 17:13:18 IST 2025","broken","Mon Jun 09 17:14:07 IST 2025","","test_User_Interface","",""
"","54549","test_Check_Active_connection_with_Passive_Server[chromium]","tests.Automation_tests","Mon Jun 09 17:01:46 IST 2025","passed","Mon Jun 09 17:02:40 IST 2025","","test_FD","",""
"","93747","test_without_valid_host[chromium]","tests.Automation_tests","Mon Jun 09 16:53:12 IST 2025","passed","Mon Jun 09 16:54:46 IST 2025","","test_FD","",""
"","70644","test_hide_or_show_loop_configuration[chromium]","tests.Automation_tests","Mon Jun 09 17:17:29 IST 2025","broken","Mon Jun 09 17:18:40 IST 2025","","test_User_Interface","",""
"","47693","test_when_there_is_no_video_playout_a_waiting_video[chromium]","tests.Automation_tests","Mon Jun 09 17:50:30 IST 2025","broken","Mon Jun 09 17:51:18 IST 2025","","test_admin_playout","",""
"","13943","test_live_page_actions[chromium]","tests.Automation_tests","Mon Jun 09 17:20:35 IST 2025","passed","Mon Jun 09 17:20:49 IST 2025","","test_User_Interface","",""
"
    Tests file playout in a loop mode.
    Configures the loop setting and verifies the playout of stories in a loop.
    Checks logs and database entries for validation.
    ","96536","test_Administrator_file_playout_loop[chromium]","tests.Automation_tests","Mon Jun 09 17:36:15 IST 2025","passed","Mon Jun 09 17:37:51 IST 2025","","test_admin_playout","",""
"","18509","test_live_page[chromium]","tests.Automation_tests","Mon Jun 09 17:20:15 IST 2025","passed","Mon Jun 09 17:20:34 IST 2025","","test_User_Interface","",""
"
    Tests manual live playout functionality.
    Selects live content and manual mode, then verifies that the correct story is being played.
    Validates the playout by checking logs and database entries.
    ","51076","test_Administrator_live_playout_manual[chromium]","tests.Automation_tests","Mon Jun 09 17:38:53 IST 2025","passed","Mon Jun 09 17:39:44 IST 2025","","test_admin_playout","",""
"","190796","test_create_with_empty_name_and_different_characters[chromium]","tests.Automation_tests","Mon Jun 09 16:50:00 IST 2025","failed","Mon Jun 09 16:53:11 IST 2025","","test_FD","",""
"","19736","test_distribution_history[chromium]","tests.Automation_tests","Mon Jun 09 17:16:48 IST 2025","broken","Mon Jun 09 17:17:08 IST 2025","","test_User_Interface","",""
"","91022","test_If_primary_and_standby_servers_are_provided_If_primary_working_files_should_arrive_to_it[chromium]","tests.Automation_tests","Mon Jun 09 17:04:14 IST 2025","passed","Mon Jun 09 17:05:45 IST 2025","","test_FD","",""
"","63936","test_Check_when_primary_server_is_back_after_a_failover_fall_back_to_primary_server_should_happen[chromium]","tests.Automation_tests","Mon Jun 09 17:06:22 IST 2025","passed","Mon Jun 09 17:07:26 IST 2025","","test_FD","",""
"","0","test_If_only_primary_server_information_is_provided_Primary_server_should_be_used_for_distribution[chromium]","tests.Automation_tests","Mon Jun 09 17:05:45 IST 2025","broken","Mon Jun 09 17:05:45 IST 2025","","test_FD","",""
"","71057","test_Create_with_existing_name[chromium]","tests.Automation_tests","Mon Jun 09 16:48:37 IST 2025","passed","Mon Jun 09 16:49:49 IST 2025","","test_FD","",""
"","37936","test_playout_now_button_on_live_page[chromium]","tests.Automation_tests","Mon Jun 09 17:20:50 IST 2025","broken","Mon Jun 09 17:21:28 IST 2025","","test_User_Interface","",""
"","15256","test_distribution_history[chromium]","tests.Automation_tests","Mon Jun 09 17:52:18 IST 2025","broken","Mon Jun 09 17:52:34 IST 2025","","test_history","",""
"","84313","test_without_target_directory[chromium]","tests.Automation_tests","Mon Jun 09 16:54:47 IST 2025","passed","Mon Jun 09 16:56:11 IST 2025","","test_FD","",""
"
    Tests enabling and disabling a channel on the admin playout page.
    Navigates through various pages and verifies the channel status before and after enabling/disabling.
    ","75766","test_enable_disable_channel[chromium]","tests.Automation_tests","Mon Jun 09 17:42:25 IST 2025","passed","Mon Jun 09 17:43:40 IST 2025","","test_admin_playout","",""
