"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11116","test_create_with_empty_name[chromium]","tests.Automation_tests","Fri Aug 08 19:48:55 IST 2025","broken","Fri Aug 08 19:49:06 IST 2025","","test_VFD","",""
"
    Tests the 6X live preview playout functionality.
    Verifies the content being played out and checks logs for validation.
    ","48713","test_Administrator_6xLive_preview_playout_Fixed[chromium]","tests.Automation_tests","Fri Aug 08 21:08:50 IST 2025","broken","Fri Aug 08 21:09:39 IST 2025","","test_admin_playout","",""
"","22190","test_HistoryPage_Search_Distribution_History[chromium]","tests.Automation_tests","Fri Aug 08 19:23:15 IST 2025","broken","Fri Aug 08 19:23:38 IST 2025","","test_User_Interface","",""
"","42127","test_Check_when_primary_server_is_back_after_a_failover_fall_back_to_primary_server_should_happen[chromium]","tests.Automation_tests","Fri Aug 08 20:05:15 IST 2025","broken","Fri Aug 08 20:05:57 IST 2025","","test_VFD","",""
"","47452","test_playout_print[chromium]","tests.Automation_tests","Fri Aug 08 21:20:50 IST 2025","broken","Fri Aug 08 21:21:37 IST 2025","","test_history","",""
"","0","test_If_only_primary_server_information_is_provided_Primary_server_should_be_used_for_distribution[chromium]","tests.Automation_tests","Fri Aug 08 20:04:36 IST 2025","broken","Fri Aug 08 20:04:36 IST 2025","","test_VFD","",""
"","100334","test_add_multiple_users[chromium]","tests.Automation_tests","Fri Aug 08 19:35:30 IST 2025","passed","Fri Aug 08 19:37:11 IST 2025","","test_User_management","",""
"","46667","test_HistoryPage_Hide_Or_Show_Loop_Configuration[chromium]","tests.Automation_tests","Fri Aug 08 19:23:39 IST 2025","passed","Fri Aug 08 19:24:26 IST 2025","","test_User_Interface","",""
"","100035","test_Add_Dist_for_nonAdmin_user[chromium]","tests.Automation_tests","Fri Aug 08 19:56:24 IST 2025","passed","Fri Aug 08 19:58:04 IST 2025","","test_VFD","",""
"","58065","test_delete_process_with_active_transfer[chromium]","tests.Automation_tests","Fri Aug 08 19:58:06 IST 2025","broken","Fri Aug 08 19:59:04 IST 2025","","test_VFD","",""
"","24127","test_MyVideosPage_Print_My_Videos[chromium]","tests.Automation_tests","Fri Aug 08 19:30:06 IST 2025","passed","Fri Aug 08 19:30:30 IST 2025","","test_User_Interface","",""
"
    Tests the functionality of manually playing out files.
    Navigates to the admin playout page and selects 'fileplayout' and 'manual' options from dropdowns.
    Initiates playout for stories and verifies logs.
    Includes a negative scenario to verify that the playout button isn't clickable when 'manual' mode isn't selected.
    ","158162","test_Administrator_file_playout_manual[chromium]","tests.Automation_tests","Fri Aug 08 20:12:13 IST 2025","passed","Fri Aug 08 20:14:51 IST 2025","","test_admin_playout","",""
