"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"

    Navigates to the playout page.
    Clicks on the printer icon to open the print dialog box.
    Logs the action of opening the print dialog.
    :param user_interface_page:
    ","10539","test_PlayoutPage_Print_MyPlayout_page[chromium]","tests.Automation_tests","Fri Aug 01 12:29:29 IST 2025","passed","Fri Aug 01 12:29:39 IST 2025","","test_User_Interface","",""
"

    Navigates to the live page.
    Checks if there is at least one video available to confirm that the live page is functioning.
    Logs the status of the live page.

    :param user_interface_page:
    ","15461","test_LivePage_Check_LivePreview[chromium]","tests.Automation_tests","Fri Aug 01 12:29:40 IST 2025","passed","Fri Aug 01 12:29:55 IST 2025","","test_User_Interface","",""
"","26001","test_Check_Active_connection_with_Passive_Server[chromium]","tests.Automation_tests","Fri Aug 01 12:22:37 IST 2025","passed","Fri Aug 01 12:23:03 IST 2025","","test_FD","",""
"","6620","test_MyVideos_Add_To_Distribution[chromium]","tests.Automation_tests","Fri Aug 01 12:34:27 IST 2025","broken","Fri Aug 01 12:34:34 IST 2025","","test_User_Interface","",""
"","0","test_Admin_Page_Playout_Channel_Configurations[chromium]","tests.Automation_tests","Fri Aug 01 12:36:54 IST 2025","passed","Fri Aug 01 12:36:54 IST 2025","","test_User_Interface","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","35262","test_playout_controls[chromium]","tests.Automation_tests","Fri Aug 01 12:49:17 IST 2025","broken","Fri Aug 01 12:49:52 IST 2025","","test_admin_playout","",""
"","1403","test_export_all_process[chromium]","tests.Automation_tests","Fri Aug 01 12:28:29 IST 2025","broken","Fri Aug 01 12:28:31 IST 2025","","test_FD","",""
"
    Tests manual live playout functionality.
    Selects live content and manual mode, then verifies that the correct story is being played.
    Validates the playout by checking logs and database entries.
    ","40291","test_Administrator_live_playout_manual[chromium]","tests.Automation_tests","Fri Aug 01 12:45:16 IST 2025","broken","Fri Aug 01 12:45:57 IST 2025","","test_admin_playout","",""
"","35290","test_when_there_is_no_video_playout_a_waiting_video[chromium]","tests.Automation_tests","Fri Aug 01 12:52:25 IST 2025","broken","Fri Aug 01 12:53:00 IST 2025","","test_admin_playout","",""
"","39515","test_Livepage_actions[chromium]","tests.Automation_tests","Fri Aug 01 12:33:13 IST 2025","broken","Fri Aug 01 12:33:53 IST 2025","","test_User_Interface","",""
