"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16726","test_distribution_history_clear_all[chromium]","tests.Automation_tests","Mon Jun 09 20:46:33 IST 2025","broken","Mon Jun 09 20:46:50 IST 2025","","test_history","",""
"","22926","test_print_my_videos[chromium]","tests.Automation_tests","Mon Jun 09 20:11:59 IST 2025","passed","Mon Jun 09 20:12:22 IST 2025","","test_User_Interface","",""
"","0","test_If_only_primary_server_information_is_provided_Primary_server_should_be_used_for_distribution[chromium]","tests.Automation_tests","Mon Jun 09 19:52:56 IST 2025","broken","Mon Jun 09 19:52:56 IST 2025","","test_FD","",""
"","36117","test_playout_now_button_on_live_page[chromium]","tests.Automation_tests","Mon Jun 09 20:09:06 IST 2025","broken","Mon Jun 09 20:09:43 IST 2025","","test_User_Interface","",""
"
    Tests the automatic file playout functionality.
    Navigates to the admin playout page and selects 'fileplayout' and 'auto' options.
    Verifies the addition of stories and checks logs.
    Includes a negative scenario where it switches to 'manual' mode to ensure the automatic process is not active.
    ","62024","test_Administrator_file_playout_auto[chromium]","tests.Automation_tests","Mon Jun 09 20:27:38 IST 2025","passed","Mon Jun 09 20:28:40 IST 2025","","test_admin_playout","",""
"","14595","test_distribute_legacy_files[chromium]","tests.Automation_tests","Mon Jun 09 19:58:42 IST 2025","broken","Mon Jun 09 19:58:56 IST 2025","","test_FD","",""
"","110605","test_export_as_cv[chromium]","tests.Automation_tests","Mon Jun 09 20:35:49 IST 2025","broken","Mon Jun 09 20:37:40 IST 2025","","test_admin_playout","",""
"","9785","test_create_with_empty_name[chromium]","tests.Automation_tests","Mon Jun 09 19:35:48 IST 2025","broken","Mon Jun 09 19:35:57 IST 2025","","test_FD","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","74356","test_playout_controls[chromium]","tests.Automation_tests","Mon Jun 09 20:34:33 IST 2025","broken","Mon Jun 09 20:35:48 IST 2025","","test_admin_playout","",""
"
    Tests fixed live playout functionality.
    Selects a channel for live playout and verifies that the correct content is being played.
    Includes validation through logs and database checks.
    ","49175","test_Administrator_live_playout_Fixed[chromium]","tests.Automation_tests","Mon Jun 09 20:29:38 IST 2025","passed","Mon Jun 09 20:30:27 IST 2025","","test_admin_playout","",""
