"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27413","test_delete_user[chromium]","tests.Automation_tests","Thu Sep 25 17:28:51 IST 2025","passed","Thu Sep 25 17:29:19 IST 2025","","test_User_management","",""
"","50223","test_distribution_history_clear_all[chromium]","tests.Automation_tests","Thu Sep 25 18:47:43 IST 2025","broken","Thu Sep 25 18:48:33 IST 2025","","test_history","",""
"
    Tests file playout in a loop mode.
    Configures the loop setting and verifies the playout of stories in a loop.
    Checks logs and database entries for validation.
    ","73659","test_Administrator_file_playout_loop[chromium]","tests.Automation_tests","Thu Sep 25 18:31:43 IST 2025","passed","Thu Sep 25 18:32:56 IST 2025","","test_admin_playout","",""
"","87585","test_MyVideosPage_Add_My_Videos_To_Playlist[chromium]","tests.Automation_tests","Thu Sep 25 17:19:15 IST 2025","passed","Thu Sep 25 17:20:43 IST 2025","","test_User_Interface","",""
"","53506","test_distribution_history_print[chromium]","tests.Automation_tests","Thu Sep 25 18:46:48 IST 2025","passed","Thu Sep 25 18:47:41 IST 2025","","test_history","",""
"","20098","test_LivePage_live_page_view[chromium]","tests.Automation_tests","Thu Sep 25 17:18:18 IST 2025","passed","Thu Sep 25 17:18:38 IST 2025","","test_User_Interface","",""
"","67300","test_pause_resume_FD[chromium]","tests.Automation_tests","Thu Sep 25 18:19:10 IST 2025","passed","Thu Sep 25 18:20:17 IST 2025","","test_VFD","",""
"","27549","test_export_as_json[chromium]","tests.Automation_tests","Thu Sep 25 18:30:20 IST 2025","passed","Thu Sep 25 18:30:48 IST 2025","","test_VFD","",""
"

    Navigates to the playout page.
    Clicks on the printer icon to open the print dialog box.
    Logs the action of opening the print dialog.
    :param user_interface_page:
    ","20640","test_PlayoutPage_Print_MyPlayout_page[chromium]","tests.Automation_tests","Thu Sep 25 17:14:09 IST 2025","passed","Thu Sep 25 17:14:30 IST 2025","","test_User_Interface","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","48827","test_playout_controls[chromium]","tests.Automation_tests","Thu Sep 25 18:37:23 IST 2025","broken","Thu Sep 25 18:38:12 IST 2025","","test_admin_playout","",""
"","56498","test_HistoryPage_Playout_History[chromium]","tests.Automation_tests","Thu Sep 25 17:15:58 IST 2025","passed","Thu Sep 25 17:16:54 IST 2025","","test_User_Interface","",""
"","183411","test_Check_Active_connection_with_Passive_Server[chromium]","tests.Automation_tests","Thu Sep 25 17:51:47 IST 2025","passed","Thu Sep 25 17:54:50 IST 2025","","test_VFD","",""
"","18974","test_PlayoutNowPage_Playout_Now_Button_On_LivePage[chromium]","tests.Automation_tests","Thu Sep 25 17:18:55 IST 2025","failed","Thu Sep 25 17:19:14 IST 2025","","test_User_Interface","",""
"","15126","test_View_XML[chromium]","tests.Automation_tests","Thu Sep 25 17:22:03 IST 2025","passed","Thu Sep 25 17:22:18 IST 2025","","test_User_Interface","",""
"","55989","test_distribution_history_exportascv[chromium]","tests.Automation_tests","Thu Sep 25 18:45:51 IST 2025","passed","Thu Sep 25 18:46:47 IST 2025","","test_history","",""
"","471936","test_Check_when_primary_server_is_back_after_a_failover_fall_back_to_primary_server_should_happen[chromium]","tests.Automation_tests","Thu Sep 25 18:05:14 IST 2025","passed","Thu Sep 25 18:13:06 IST 2025","","test_VFD","",""
