"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test to verify error message when attempting FTP distribution without specifying a password.
    Configuration: No Password, Directory, Passive Mode
    ","40703","test_file_distribution_without_password[chromium]","tests.Automation_tests","Sat Sep 27 21:33:47 IST 2025","passed","Sat Sep 27 21:34:28 IST 2025","","test_VFD","",""
"","28161","test_export_as_json[chromium]","tests.Automation_tests","Sat Sep 27 21:59:42 IST 2025","passed","Sat Sep 27 22:00:10 IST 2025","","test_VFD","",""
"
    Tests the automatic file playout functionality.
    Navigates to the admin playout page and selects 'fileplayout' and 'auto' options.
    Verifies the addition of stories and checks logs.
    Includes a negative scenario where it switches to 'manual' mode to ensure the automatic process is not active.
    ","81759","test_Administrator_file_playout_auto[chromium]","tests.Automation_tests","Sat Sep 27 22:04:33 IST 2025","broken","Sat Sep 27 22:05:55 IST 2025","","test_admin_playout","",""
"
    Tests the RLS broadcast playout functionality.
    Verifies the currently playing and upcoming videos, with validation through logs and database checks.

    ","51161","test_Administrator_RLS_preview_playout_Fixed[chromium]","tests.Automation_tests","Sat Sep 27 22:07:54 IST 2025","passed","Sat Sep 27 22:08:46 IST 2025","","test_admin_playout","",""
"","88146","test_clear_all_items_playout_history[chromium]","tests.Automation_tests","Sat Sep 27 22:12:49 IST 2025","passed","Sat Sep 27 22:14:17 IST 2025","","test_admin_playout","",""
"
    Tests file playout in a loop mode.
    Configures the loop setting and verifies the playout of stories in a loop.
    Checks logs and database entries for validation.
    ","92649","test_Administrator_file_playout_loop[chromium]","tests.Automation_tests","Sat Sep 27 22:02:59 IST 2025","passed","Sat Sep 27 22:04:31 IST 2025","","test_admin_playout","",""
"","98115","test_Add_Dist_for_nonAdmin_user[chromium]","tests.Automation_tests","Sat Sep 27 21:11:42 IST 2025","passed","Sat Sep 27 21:13:21 IST 2025","","test_VFD","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","71406","test_playout_controls[chromium]","tests.Automation_tests","Sat Sep 27 22:10:11 IST 2025","passed","Sat Sep 27 22:11:22 IST 2025","","test_admin_playout","",""
"","75793","test_with_out_valid_directory[chromium]","tests.Automation_tests","Sat Sep 27 21:10:25 IST 2025","passed","Sat Sep 27 21:11:41 IST 2025","","test_VFD","",""
"","15022","test_View_XML[chromium]","tests.Automation_tests","Sat Sep 27 20:55:22 IST 2025","passed","Sat Sep 27 20:55:37 IST 2025","","test_User_Interface","",""
"","27482","test_Admin_Settings_Page_Playout_Options[chromium]","tests.Automation_tests","Sat Sep 27 20:56:07 IST 2025","passed","Sat Sep 27 20:56:34 IST 2025","","test_User_Interface","",""
"","63775","test_distribution_history_clear_all[chromium]","tests.Automation_tests","Sat Sep 27 22:19:56 IST 2025","passed","Sat Sep 27 22:21:00 IST 2025","","test_distribution_history","",""
"","233293","test_distribution_by_service_code[chromium]","tests.Automation_tests","Sat Sep 27 21:54:16 IST 2025","passed","Sat Sep 27 21:58:10 IST 2025","","test_VFD","",""
"","44711","test_export_all_process[chromium]","tests.Automation_tests","Sat Sep 27 21:50:39 IST 2025","passed","Sat Sep 27 21:51:24 IST 2025","","test_VFD","",""
"","56685","test_StoriesPage_CopyLink[chromium]","tests.Automation_tests","Sat Sep 27 20:49:07 IST 2025","passed","Sat Sep 27 20:50:04 IST 2025","","test_User_Interface","",""
"","17762","test_Clear_Playout_History[chromium]","tests.Automation_tests","Sat Sep 27 20:50:57 IST 2025","passed","Sat Sep 27 20:51:14 IST 2025","","test_User_Interface","",""
"

    Tests the presence of playout and playlist buttons.
    Navigates through different content sources and modes to verify the visibility of buttons on the UI.

    ","87896","test_playout_playlist_button[chromium]","tests.Automation_tests","Sat Sep 27 22:18:27 IST 2025","passed","Sat Sep 27 22:19:55 IST 2025","","test_admin_playout","",""
"","310341","test_add_to_distribution_with_no_active_distribution_possible[chromium]","tests.Automation_tests","Sat Sep 27 21:42:22 IST 2025","passed","Sat Sep 27 21:47:33 IST 2025","","test_VFD","",""
