"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69233","test_Create_with_existing_name[chromium]","tests.Automation_tests","Mon Jun 09 16:01:24 IST 2025","passed","Mon Jun 09 16:02:33 IST 2025","","tests_FD","",""
"","91639","test_Check_when_primary_server_fails_failover_to_standby_server_happens[chromium]","tests.Automation_tests","Mon Jun 09 16:13:11 IST 2025","passed","Mon Jun 09 16:14:42 IST 2025","","tests_FD","",""
"","11305","test_export_as_json[chromium]","tests.Automation_tests","Mon Jun 09 16:23:21 IST 2025","broken","Mon Jun 09 16:23:32 IST 2025","","tests_FD","",""
"","57480","test_pause_resume_FD[chromium]","tests.Automation_tests","Mon Jun 09 16:19:32 IST 2025","passed","Mon Jun 09 16:20:29 IST 2025","","tests_FD","",""
"","51667","test_start_stop_FD[chromium]","tests.Automation_tests","Mon Jun 09 16:20:30 IST 2025","passed","Mon Jun 09 16:21:22 IST 2025","","tests_FD","",""
"","15742","test_export_all_process[chromium]","tests.Automation_tests","Mon Jun 09 16:21:23 IST 2025","broken","Mon Jun 09 16:21:39 IST 2025","","tests_FD","",""
"","33097","test_File_distribution_using_the_following_configuration_No_Password_Directory_Passive_mode[chromium]","tests.Automation_tests","Mon Jun 09 16:16:17 IST 2025","passed","Mon Jun 09 16:16:50 IST 2025","","tests_FD","",""
"","55850","test_delete_process_with_active_transfer[chromium]","tests.Automation_tests","Mon Jun 09 16:08:25 IST 2025","broken","Mon Jun 09 16:09:21 IST 2025","","tests_FD","",""
"","15365","test_add_to_distribution_with_no_active_distribution_possible[chromium]","tests.Automation_tests","Mon Jun 09 16:18:36 IST 2025","broken","Mon Jun 09 16:18:51 IST 2025","","tests_FD","",""
"","38059","test_remove_distribution[chromium]","tests.Automation_tests","Mon Jun 09 16:18:52 IST 2025","passed","Mon Jun 09 16:19:30 IST 2025","","tests_FD","",""
"","286294","test_FD_Create_dist_using_UI[chromium]","tests.Automation_tests","Mon Jun 09 15:56:37 IST 2025","broken","Mon Jun 09 16:01:23 IST 2025","","tests_FD","",""
"","60475","test_create_with_empty_name_and_different_characters[chromium]","tests.Automation_tests","Mon Jun 09 16:02:44 IST 2025","failed","Mon Jun 09 16:03:45 IST 2025","","tests_FD","",""
"","54150","test_Check_Active_connection_with_Passive_Server[chromium]","tests.Automation_tests","Mon Jun 09 16:12:15 IST 2025","passed","Mon Jun 09 16:13:09 IST 2025","","tests_FD","",""
"","83978","test_without_target_directory[chromium]","tests.Automation_tests","Mon Jun 09 16:05:21 IST 2025","passed","Mon Jun 09 16:06:45 IST 2025","","tests_FD","",""
"","44478","test_FD_Service_Start_Stop[chromium]","tests.Automation_tests","Mon Jun 09 16:22:35 IST 2025","broken","Mon Jun 09 16:23:20 IST 2025","","tests_FD","",""
"","97155","test_Add_Dist_for_nonAdmin_user[chromium]","tests.Automation_tests","Mon Jun 09 16:06:46 IST 2025","passed","Mon Jun 09 16:08:24 IST 2025","","tests_FD","",""
"","138229","test_Multiple_distributions_configured_result_in_a_file_distributed_to_all_of_them[chromium]","tests.Automation_tests","Mon Jun 09 16:09:56 IST 2025","passed","Mon Jun 09 16:12:14 IST 2025","","tests_FD","",""
"","28248","test_distribute_with_Service_code[chromium]","tests.Automation_tests","Mon Jun 09 16:21:53 IST 2025","broken","Mon Jun 09 16:22:22 IST 2025","","tests_FD","",""
"","8517","test_create_with_empty_name[chromium]","tests.Automation_tests","Mon Jun 09 16:02:35 IST 2025","broken","Mon Jun 09 16:02:43 IST 2025","","tests_FD","",""
"","10157","test_verify_places_from_where_user_can_add_to_distribution[chromium]","tests.Automation_tests","Mon Jun 09 16:22:24 IST 2025","broken","Mon Jun 09 16:22:34 IST 2025","","tests_FD","",""
"","10791","test_distribute_legacy_files[chromium]","tests.Automation_tests","Mon Jun 09 16:21:41 IST 2025","broken","Mon Jun 09 16:21:52 IST 2025","","tests_FD","",""
"","32716","test_change_filter_on_active_process[chromium]","tests.Automation_tests","Mon Jun 09 16:09:22 IST 2025","broken","Mon Jun 09 16:09:54 IST 2025","","tests_FD","",""
"","91156","test_If_primary_and_standby_servers_are_provided_If_primary_working_files_should_arrive_to_it[chromium]","tests.Automation_tests","Mon Jun 09 16:14:43 IST 2025","passed","Mon Jun 09 16:16:14 IST 2025","","tests_FD","",""
"","64334","test_Check_when_primary_server_is_back_after_a_failover_fall_back_to_primary_server_should_happen[chromium]","tests.Automation_tests","Mon Jun 09 16:16:51 IST 2025","passed","Mon Jun 09 16:17:55 IST 2025","","tests_FD","",""
"","0","test_If_only_primary_server_information_is_provided_Primary_server_should_be_used_for_distribution[chromium]","tests.Automation_tests","Mon Jun 09 16:16:15 IST 2025","broken","Mon Jun 09 16:16:15 IST 2025","","tests_FD","",""
"","93891","test_without_valid_host[chromium]","tests.Automation_tests","Mon Jun 09 16:03:46 IST 2025","passed","Mon Jun 09 16:05:20 IST 2025","","tests_FD","",""
"","38082","test_hover_element[chromium]","tests.Automation_tests","Mon Jun 09 16:17:57 IST 2025","passed","Mon Jun 09 16:18:35 IST 2025","","tests_FD","",""
