"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"

    Tests the presence of playout and playlist buttons.
    Navigates through different content sources and modes to verify the visibility of buttons on the UI.

    ","89796","test_playout_playlist_button[chromium]","tests.Automation_tests","Sat Sep 27 16:56:37 IST 2025","passed","Sat Sep 27 16:58:07 IST 2025","","test_admin_playout","",""
"
    Tests file playout in a loop mode.
    Configures the loop setting and verifies the playout of stories in a loop.
    Checks logs and database entries for validation.
    ","90078","test_Administrator_file_playout_loop[chromium]","tests.Automation_tests","Sat Sep 27 16:41:13 IST 2025","passed","Sat Sep 27 16:42:43 IST 2025","","test_admin_playout","",""
"","85182","test_export_as_cv[chromium]","tests.Automation_tests","Sat Sep 27 16:49:29 IST 2025","passed","Sat Sep 27 16:50:54 IST 2025","","test_admin_playout","",""
"
    Tests the 6X live preview playout functionality.
    Verifies the content being played out and checks logs for validation.
    ","59159","test_Administrator_6xLive_preview_playout_Fixed[chromium]","tests.Automation_tests","Sat Sep 27 16:45:03 IST 2025","passed","Sat Sep 27 16:46:03 IST 2025","","test_admin_playout","",""
"
    Tests the automatic file playout functionality.
    Navigates to the admin playout page and selects 'fileplayout' and 'auto' options.
    Verifies the addition of stories and checks logs.
    Includes a negative scenario where it switches to 'manual' mode to ensure the automatic process is not active.
    ","80269","test_Administrator_file_playout_auto[chromium]","tests.Automation_tests","Sat Sep 27 16:42:44 IST 2025","broken","Sat Sep 27 16:44:05 IST 2025","","test_admin_playout","",""
"","39588","test_when_there_is_no_video_playout_a_waiting_video[chromium]","tests.Automation_tests","Sat Sep 27 16:53:45 IST 2025","passed","Sat Sep 27 16:54:25 IST 2025","","test_admin_playout","",""
"
    Tests the lock and unlock functionality for a row with input area and dropdowns.
    Verifies that the input area and dropdowns are not interactable when locked and interactable when unlocked.
    ","76981","test_lock_unlock_configuration[chromium]","tests.Automation_tests","Sat Sep 27 16:52:27 IST 2025","passed","Sat Sep 27 16:53:44 IST 2025","","test_admin_playout","",""
"
    Tests manual live playout functionality.
    Selects live content and manual mode, then verifies that the correct story is being played.
    Validates the playout by checking logs and database entries.
    ","129769","test_Administrator_live_playout_manual[chromium]","tests.Automation_tests","Sat Sep 27 16:54:26 IST 2025","broken","Sat Sep 27 16:56:36 IST 2025","","test_admin_playout","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","71860","test_playout_controls[chromium]","tests.Automation_tests","Sat Sep 27 16:48:16 IST 2025","passed","Sat Sep 27 16:49:28 IST 2025","","test_admin_playout","",""
"
    Tests fixed live playout functionality.
    Selects a channel for live playout and verifies that the correct content is being played.
    Includes validation through logs and database checks.
    ","55757","test_Administrator_live_playout_Fixed[chromium]","tests.Automation_tests","Sat Sep 27 16:44:06 IST 2025","passed","Sat Sep 27 16:45:02 IST 2025","","test_admin_playout","",""
"
    Tests the functionality of manually playing out files.
    Navigates to the admin playout page and selects 'fileplayout' and 'manual' options from dropdowns.
    Initiates playout for stories and verifies logs.
    Includes a negative scenario to verify that the playout button isn't clickable when 'manual' mode isn't selected.
    ","166571","test_Administrator_file_playout_manual[chromium]","tests.Automation_tests","Sat Sep 27 16:38:25 IST 2025","passed","Sat Sep 27 16:41:12 IST 2025","","test_admin_playout","",""
"
    Tests the RLS broadcast playout functionality.
    Verifies the currently playing and upcoming videos, with validation through logs and database checks.

    ","48031","test_Administrator_RLS_preview_playout_Fixed[chromium]","tests.Automation_tests","Sat Sep 27 16:46:04 IST 2025","passed","Sat Sep 27 16:46:52 IST 2025","","test_admin_playout","",""
"
    Tests enabling and disabling a channel on the admin playout page.
    Navigates through various pages and verifies the channel status before and after enabling/disabling.
    ","81388","test_enable_disable_channel[chromium]","tests.Automation_tests","Sat Sep 27 16:46:53 IST 2025","passed","Sat Sep 27 16:48:15 IST 2025","","test_admin_playout","",""
"","90341","test_clear_all_items_playout_history[chromium]","tests.Automation_tests","Sat Sep 27 16:50:55 IST 2025","passed","Sat Sep 27 16:52:26 IST 2025","","test_admin_playout","",""
