"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","240381","test_create_with_empty_name_and_different_characters[chromium]","tests.Automation_tests","Tue Sep 16 13:11:29 IST 2025","passed","Tue Sep 16 13:15:29 IST 2025","","test_VFD","",""
"","395577","test_If_primary_and_standby_servers_are_provided_If_primary_working_files_should_arrive_to_it[chromium]","tests.Automation_tests","Tue Sep 16 13:33:20 IST 2025","passed","Tue Sep 16 13:39:55 IST 2025","","test_VFD","",""
"","98069","test_Add_Dist_for_nonAdmin_user[chromium]","tests.Automation_tests","Tue Sep 16 13:18:02 IST 2025","passed","Tue Sep 16 13:19:40 IST 2025","","test_VFD","",""
"","75225","test_with_out_valid_host[chromium]","tests.Automation_tests","Tue Sep 16 13:15:31 IST 2025","passed","Tue Sep 16 13:16:46 IST 2025","","test_VFD","",""
"","39456","test_remove_distribution[chromium]","tests.Automation_tests","Tue Sep 16 14:04:32 IST 2025","broken","Tue Sep 16 14:05:11 IST 2025","","test_VFD","",""
"","1000545","test_Check_when_primary_server_is_back_after_a_failover_fall_back_to_primary_server_should_happen[chromium]","tests.Automation_tests","Tue Sep 16 13:47:11 IST 2025","passed","Tue Sep 16 14:03:52 IST 2025","","test_VFD","",""
"","81604","test_Create_with_existing_name[chromium]","tests.Automation_tests","Tue Sep 16 13:09:30 IST 2025","passed","Tue Sep 16 13:10:51 IST 2025","","test_VFD","",""
"","171518","test_multiple_distributions_configured_result_in_a_file_distributed_to_all_of_them[chromium]","tests.Automation_tests","Tue Sep 16 13:22:23 IST 2025","passed","Tue Sep 16 13:25:15 IST 2025","","test_VFD","",""
"","35185","test_create_with_empty_name[chromium]","tests.Automation_tests","Tue Sep 16 13:10:52 IST 2025","passed","Tue Sep 16 13:11:28 IST 2025","","test_VFD","",""
"","63588","test_start_stop_FD[chromium]","tests.Automation_tests","Tue Sep 16 14:06:20 IST 2025","passed","Tue Sep 16 14:07:24 IST 2025","","test_VFD","",""
"","66645","test_pause_resume_FD[chromium]","tests.Automation_tests","Tue Sep 16 14:05:13 IST 2025","passed","Tue Sep 16 14:06:19 IST 2025","","test_VFD","",""
"","120675","test_Create_FD[chromium]","tests.Automation_tests","Tue Sep 16 13:07:28 IST 2025","passed","Tue Sep 16 13:09:28 IST 2025","","test_VFD","",""
"
    Test to verify error message when attempting FTP distribution without specifying a password.
    Configuration: No Password, Directory, Passive Mode
    ","41842","test_file_distribution_without_password[chromium]","tests.Automation_tests","Tue Sep 16 13:46:28 IST 2025","passed","Tue Sep 16 13:47:10 IST 2025","","test_VFD","",""
"","36987","test_add_to_distribution_with_no_active_distribution_possible[chromium]","tests.Automation_tests","Tue Sep 16 14:03:53 IST 2025","broken","Tue Sep 16 14:04:30 IST 2025","","test_VFD","",""
"","10471","test_verify_places_from_where_user_can_add_to_distribution[chromium]","tests.Automation_tests","Tue Sep 16 14:09:50 IST 2025","broken","Tue Sep 16 14:10:01 IST 2025","","test_VFD","",""
"","48666","test_distribution_by_service_code[chromium]","tests.Automation_tests","Tue Sep 16 14:09:00 IST 2025","broken","Tue Sep 16 14:09:49 IST 2025","","test_VFD","",""
"","390545","test_If_only_primary_server_information_is_provided_Primary_server_should_be_used_for_distribution[chromium]","tests.Automation_tests","Tue Sep 16 13:39:56 IST 2025","passed","Tue Sep 16 13:46:27 IST 2025","","test_VFD","",""
"","46234","test_FD_Service_Start_Stop[chromium]","tests.Automation_tests","Tue Sep 16 14:10:02 IST 2025","broken","Tue Sep 16 14:10:48 IST 2025","","test_VFD","",""
"","397404","test_Check_when_primary_server_fails_failover_to_standby_server_happens[chromium]","tests.Automation_tests","Tue Sep 16 13:26:41 IST 2025","passed","Tue Sep 16 13:33:18 IST 2025","","test_VFD","",""
"","47978","test_distribute_legacy_files[chromium]","tests.Automation_tests","Tue Sep 16 14:08:11 IST 2025","passed","Tue Sep 16 14:08:59 IST 2025","","test_VFD","",""
"","44705","test_export_all_process[chromium]","tests.Automation_tests","Tue Sep 16 14:07:25 IST 2025","passed","Tue Sep 16 14:08:10 IST 2025","","test_VFD","",""
"","48842","test_delete_process_with_active_transfer[chromium]","tests.Automation_tests","Tue Sep 16 13:19:41 IST 2025","broken","Tue Sep 16 13:20:30 IST 2025","","test_VFD","",""
"","73355","test_with_out_valid_directory[chromium]","tests.Automation_tests","Tue Sep 16 13:16:47 IST 2025","passed","Tue Sep 16 13:18:00 IST 2025","","test_VFD","",""
"","83436","test_Check_Active_connection_with_Passive_Server[chromium]","tests.Automation_tests","Tue Sep 16 13:25:16 IST 2025","passed","Tue Sep 16 13:26:40 IST 2025","","test_VFD","",""
"","110941","test_change_filter_on_active_process[chromium]","tests.Automation_tests","Tue Sep 16 13:20:31 IST 2025","passed","Tue Sep 16 13:22:22 IST 2025","","test_VFD","",""
"","43873","test_export_as_json[chromium]","tests.Automation_tests","Tue Sep 16 14:10:50 IST 2025","broken","Tue Sep 16 14:11:33 IST 2025","","test_VFD","",""
