"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","35282","test_playout_controls[chromium]","tests.Automation_tests","Fri Aug 01 13:51:16 IST 2025","broken","Fri Aug 01 13:51:51 IST 2025","","test_admin_playout","",""
"","12558","test_HistoryPage_ClearHistory[chromium]","tests.Automation_tests","Fri Aug 01 13:36:58 IST 2025","passed","Fri Aug 01 13:37:11 IST 2025","","test_User_Interface","",""
"","8142","test_add_to_distribution_with_no_active_distribution_possible[chromium]","tests.Automation_tests","Fri Aug 01 13:31:48 IST 2025","broken","Fri Aug 01 13:31:57 IST 2025","","test_FD","",""
"","40306","test_export_as_cv[chromium]","tests.Automation_tests","Fri Aug 01 13:51:52 IST 2025","broken","Fri Aug 01 13:52:32 IST 2025","","test_admin_playout","",""
"","42301","test_delete_process_with_active_transfer[chromium]","tests.Automation_tests","Fri Aug 01 13:25:09 IST 2025","broken","Fri Aug 01 13:25:51 IST 2025","","test_FD","",""
"","0","test_Admin_Page_Playout_Channel_Configurations[chromium]","tests.Automation_tests","Fri Aug 01 13:41:39 IST 2025","passed","Fri Aug 01 13:41:39 IST 2025","","test_User_Interface","",""
"","83299","test_Add_Dist_for_nonAdmin_user[chromium]","tests.Automation_tests","Fri Aug 01 13:23:45 IST 2025","passed","Fri Aug 01 13:25:09 IST 2025","","test_FD","",""
"
    Tests the 6X live preview playout functionality.
    Verifies the content being played out and checks logs for validation.
    ","35271","test_Administrator_6xLive_preview_playout_Fixed[chromium]","tests.Automation_tests","Fri Aug 01 13:48:37 IST 2025","broken","Fri Aug 01 13:49:13 IST 2025","","test_admin_playout","",""
"","35895","test_start_stop_FD[chromium]","tests.Automation_tests","Fri Aug 01 13:33:03 IST 2025","passed","Fri Aug 01 13:33:39 IST 2025","","test_FD","",""
"","18246","test_delete_user[chromium]","tests.Automation_tests","Fri Aug 01 13:42:22 IST 2025","passed","Fri Aug 01 13:42:40 IST 2025","","test_User_management","",""
"","24511","test_remove_distribution[chromium]","tests.Automation_tests","Fri Aug 01 13:31:57 IST 2025","passed","Fri Aug 01 13:32:22 IST 2025","","test_FD","",""
"","33204","test_LivePage_Add_To_Playlist[chromium]","tests.Automation_tests","Fri Aug 01 13:40:23 IST 2025","broken","Fri Aug 01 13:40:56 IST 2025","","test_User_Interface","",""
"","6745","test_HistoryPage_Search_Distribution_History[chromium]","tests.Automation_tests","Fri Aug 01 13:36:14 IST 2025","broken","Fri Aug 01 13:36:20 IST 2025","","test_User_Interface","",""
"","25579","test_hover_element[chromium]","tests.Automation_tests","Fri Aug 01 13:31:22 IST 2025","passed","Fri Aug 01 13:31:48 IST 2025","","test_FD","",""
"","28527","test_File_distribution_using_the_following_configuration_No_Password_Directory_Passive_mode[chromium]","tests.Automation_tests","Fri Aug 01 13:30:02 IST 2025","passed","Fri Aug 01 13:30:30 IST 2025","","test_FD","",""
"","55052","test_If_primary_and_standby_servers_are_provided_If_primary_working_files_should_arrive_to_it[chromium]","tests.Automation_tests","Fri Aug 01 13:29:06 IST 2025","passed","Fri Aug 01 13:30:01 IST 2025","","test_FD","",""
"","1399","test_export_all_process[chromium]","tests.Automation_tests","Fri Aug 01 13:33:39 IST 2025","broken","Fri Aug 01 13:33:41 IST 2025","","test_FD","",""
"
    Tests enabling and disabling a channel on the admin playout page.
    Navigates through various pages and verifies the channel status before and after enabling/disabling.
    ","51444","test_enable_disable_channel[chromium]","tests.Automation_tests","Fri Aug 01 13:49:49 IST 2025","passed","Fri Aug 01 13:50:40 IST 2025","","test_admin_playout","",""
"
    Tests fixed live playout functionality.
    Selects a channel for live playout and verifies that the correct content is being played.
    Includes validation through logs and database checks.
    ","40339","test_Administrator_live_playout_Fixed[chromium]","tests.Automation_tests","Fri Aug 01 13:47:56 IST 2025","broken","Fri Aug 01 13:48:37 IST 2025","","test_admin_playout","",""
"","6710","test_HistoryPage_Distribution_History[chromium]","tests.Automation_tests","Fri Aug 01 13:36:06 IST 2025","broken","Fri Aug 01 13:36:13 IST 2025","","test_User_Interface","",""
"","30244","test_login_logout[chromium]","tests.Automation_tests","Fri Aug 01 13:43:18 IST 2025","broken","Fri Aug 01 13:43:48 IST 2025","","test_User_management","",""
"

    Tests the presence of playout and playlist buttons.
    Navigates through different content sources and modes to verify the visibility of buttons on the UI.

    ","35251","test_playout_playlist_button[chromium]","tests.Automation_tests","Fri Aug 01 13:50:41 IST 2025","broken","Fri Aug 01 13:51:16 IST 2025","","test_admin_playout","",""
"","40256","test_playout_clear_all[chromium]","tests.Automation_tests","Fri Aug 01 13:57:09 IST 2025","broken","Fri Aug 01 13:57:50 IST 2025","","test_history","",""
"
    Tests file playout in a loop mode.
    Configures the loop setting and verifies the playout of stories in a loop.
    Checks logs and database entries for validation.
    ","40344","test_Administrator_file_playout_loop[chromium]","tests.Automation_tests","Fri Aug 01 13:45:54 IST 2025","broken","Fri Aug 01 13:46:35 IST 2025","","test_admin_playout","",""
