"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","93684","test_Check_when_primary_server_fails_failover_to_standby_server_happens[chromium]","tests.Automation_tests","Tue Jun 10 15:37:57 IST 2025","passed","Tue Jun 10 15:39:31 IST 2025","","test_FD","",""
"
    Tests the lock and unlock functionality for a row with input area and dropdowns.
    Verifies that the input area and dropdowns are not interactable when locked and interactable when unlocked.
    ","76574","test_lock_unlock_configuration[chromium]","tests.Automation_tests","Tue Jun 10 16:26:55 IST 2025","passed","Tue Jun 10 16:28:11 IST 2025","","test_admin_playout","",""
"","37973","test_add_to_playlist_from_live_page[chromium]","tests.Automation_tests","Tue Jun 10 16:00:11 IST 2025","broken","Tue Jun 10 16:00:49 IST 2025","","test_User_Interface","",""
"","16573","test_distribution_history_clear_all[chromium]","tests.Automation_tests","Tue Jun 10 16:33:46 IST 2025","broken","Tue Jun 10 16:34:02 IST 2025","","test_history","",""
"","25436","test_print_my_videos[chromium]","tests.Automation_tests","Tue Jun 10 15:59:18 IST 2025","passed","Tue Jun 10 15:59:44 IST 2025","","test_User_Interface","",""
"

    Tests the presence of playout and playlist buttons.
    Navigates through different content sources and modes to verify the visibility of buttons on the UI.

    ","45348","test_playout_playlist_button[chromium]","tests.Automation_tests","Tue Jun 10 16:21:27 IST 2025","broken","Tue Jun 10 16:22:12 IST 2025","","test_admin_playout","",""
"","72456","test_hide_or_show_loop_configuration[chromium]","tests.Automation_tests","Tue Jun 10 15:53:01 IST 2025","broken","Tue Jun 10 15:54:13 IST 2025","","test_User_Interface","",""
"","75592","test_playout_history[chromium]","tests.Automation_tests","Tue Jun 10 15:51:01 IST 2025","broken","Tue Jun 10 15:52:17 IST 2025","","test_User_Interface","",""
"","74594","test_playout_export_as_cv[chromium]","tests.Automation_tests","Tue Jun 10 16:31:09 IST 2025","broken","Tue Jun 10 16:32:24 IST 2025","","test_history","",""
"","46205","test_playout_print[chromium]","tests.Automation_tests","Tue Jun 10 16:30:22 IST 2025","broken","Tue Jun 10 16:31:08 IST 2025","","test_history","",""
"","154810","test_verify_user_addition[chromium]","tests.Automation_tests","Tue Jun 10 16:00:50 IST 2025","passed","Tue Jun 10 16:03:25 IST 2025","","test_User_management","",""
"","13037","test_live_page_actions[chromium]","tests.Automation_tests","Tue Jun 10 15:56:13 IST 2025","passed","Tue Jun 10 15:56:26 IST 2025","","test_User_Interface","",""
"","37960","test_playout_now_button_on_live_page[chromium]","tests.Automation_tests","Tue Jun 10 15:56:27 IST 2025","broken","Tue Jun 10 15:57:05 IST 2025","","test_User_Interface","",""
"
    Tests the playout controls (play, pause, stop) functionality.
    Verifies the behavior of the controls and logs the current status.
    ","75879","test_playout_controls[chromium]","tests.Automation_tests","Tue Jun 10 16:22:14 IST 2025","broken","Tue Jun 10 16:23:30 IST 2025","","test_admin_playout","",""
"","93984","test_If_primary_and_standby_servers_are_provided_If_primary_working_files_should_arrive_to_it[chromium]","tests.Automation_tests","Tue Jun 10 15:39:32 IST 2025","passed","Tue Jun 10 15:41:06 IST 2025","","test_FD","",""
"","19759","test_search_distribution_history[chromium]","tests.Automation_tests","Tue Jun 10 15:52:40 IST 2025","broken","Tue Jun 10 15:52:59 IST 2025","","test_User_Interface","",""
"

    Navigates to the playout page.
    Clicks on the printer icon to open the print dialog box.
    Logs the action of opening the print dialog.
    :param user_interface_page:
    ","19724","test_print_my_playout_page_UI_PLAYOUT[chromium]","tests.Automation_tests","Tue Jun 10 15:48:46 IST 2025","passed","Tue Jun 10 15:49:06 IST 2025","","test_User_Interface","",""
"","15272","test_distribution_history_exportascv[chromium]","tests.Automation_tests","Tue Jun 10 16:33:29 IST 2025","broken","Tue Jun 10 16:33:44 IST 2025","","test_history","",""
"","35519","test_hover_element[chromium]","tests.Automation_tests","Tue Jun 10 15:42:51 IST 2025","passed","Tue Jun 10 15:43:26 IST 2025","","test_FD","",""
"","19026","test_Clear_history[chromium]","tests.Automation_tests","Tue Jun 10 15:54:14 IST 2025","failed","Tue Jun 10 15:54:33 IST 2025","","test_User_Interface","",""
"","54205","test_delete_user[chromium]","tests.Automation_tests","Tue Jun 10 16:03:26 IST 2025","passed","Tue Jun 10 16:04:21 IST 2025","","test_User_management","",""
"","76541","test_search_playout_history[chromium]","tests.Automation_tests","Tue Jun 10 15:54:35 IST 2025","broken","Tue Jun 10 15:55:51 IST 2025","","test_User_Interface","",""
"","15793","test_distribution_history[chromium]","tests.Automation_tests","Tue Jun 10 16:30:05 IST 2025","broken","Tue Jun 10 16:30:20 IST 2025","","test_history","",""
"","93937","test_login_logout[chromium]","tests.Automation_tests","Tue Jun 10 16:06:55 IST 2025","broken","Tue Jun 10 16:08:29 IST 2025","","test_User_management","",""
"","102241","test_clear_all_items_playout_history[chromium]","tests.Automation_tests","Tue Jun 10 16:25:11 IST 2025","broken","Tue Jun 10 16:26:53 IST 2025","","test_admin_playout","",""
"","139821","test_Multiple_distributions_configured_result_in_a_file_distributed_to_all_of_them[chromium]","tests.Automation_tests","Tue Jun 10 15:34:40 IST 2025","passed","Tue Jun 10 15:36:59 IST 2025","","test_FD","",""
"","410523","test_FD_Create_dist_using_UI[chromium]","tests.Automation_tests","Tue Jun 10 15:19:02 IST 2025","passed","Tue Jun 10 15:25:52 IST 2025","","test_FD","",""
"","20193","test_distribution_history[chromium]","tests.Automation_tests","Tue Jun 10 15:52:18 IST 2025","broken","Tue Jun 10 15:52:38 IST 2025","","test_User_Interface","",""
"","19084","test_export_all_process[chromium]","tests.Automation_tests","Tue Jun 10 15:46:23 IST 2025","broken","Tue Jun 10 15:46:42 IST 2025","","test_FD","",""
"","86998","test_without_target_directory[chromium]","tests.Automation_tests","Tue Jun 10 15:29:59 IST 2025","passed","Tue Jun 10 15:31:26 IST 2025","","test_FD","",""
"","13804","test_distribute_legacy_files[chromium]","tests.Automation_tests","Tue Jun 10 15:46:45 IST 2025","broken","Tue Jun 10 15:46:59 IST 2025","","test_FD","",""
"","84965","test_copy_link[chromium]","tests.Automation_tests","Tue Jun 10 15:49:35 IST 2025","passed","Tue Jun 10 15:51:00 IST 2025","","test_User_Interface","",""
"","59736","test_pause_resume_FD[chromium]","tests.Automation_tests","Tue Jun 10 15:44:28 IST 2025","passed","Tue Jun 10 15:45:27 IST 2025","","test_FD","",""
"
    Tests enabling and disabling a channel on the admin playout page.
    Navigates through various pages and verifies the channel status before and after enabling/disabling.
    ","78490","test_enable_disable_channel[chromium]","tests.Automation_tests","Tue Jun 10 16:20:07 IST 2025","passed","Tue Jun 10 16:21:26 IST 2025","","test_admin_playout","",""
